Date,No_of_Accidents,Tithi,Nakshtra,Karna,Yoga,Ayanamsa,Rashi
25-10-2016,2511,Dasami,Makha,Vishti,Sukla,"24 5'26""",Simha
15-02-2023,2511,Navami,Anuradha,Garaja,Vyaghata,"24 10'41""",Vrushchika
05-08-2016,2510,Vidhiya,Makha,Kaulava,Parigha,"24 5'19""",Simha
13-09-2016,2509,Ekadasi,Uttara-Shaada,Vishti,Sobhana,"24 5'23""",Makara
09-01-2017,2508,Ekadasi,Kruthika,Vishti,Subha,"24 5'38""",Vrushabha
15-08-2022,2506,Chaviti,Uttara-Bhadra,Bawa,Sukarman,"24 10'14""",Meena
31-12-2018,2505,Navami,Chitta,Garaja,Atiganda,"24 7'8""",Tula
13-10-2017,2505,Ashtami,Punarwasu,Kaulava,Siva,"24 6'10""",Mithuna
09-01-2022,2502,Sapthami,Uttara-Bhadra,Vanija,Parigha,"24 9'41""",Meena
24-02-2017,2499,Trayodasi,Uttara-Shaada,Garaja,Variyan,"24 5'44""",Makara
28-09-2016,2497,Dvadasi,Makha,Taitula,Sadhya,"24 5'24""",Simha
18-01-2020,2495,Ashtami,Chitta,Kaulava,Dhrithi,"24 8'0""",Tula
04-07-2021,2489,Dasami,Ashwini,Vanija,Sukarman,"24 9'14""",Mesha
21-01-2019,2486,Punnami,Punarwasu,Bawa,Vishkambha,"24 7'12""",Karkataka
11-10-2020,2486,Navami,Punarwasu,Taitula,Siddha,"24 8'35""",Karkataka
18-10-2016,2480,Vidhiya,Bharani,Garaja,Siddhi,"24 5'26""",Mesha
06-07-2018,2472,Sapthami,Uttara-Bhadra,Bawa,Sobhana,"24 6'45""",Meena
26-09-2021,2465,Panchami,Kruthika,Taitula,Vajra,"24 9'25""",Vrushabha
12-08-2016,2461,Navami,Anuradha,Balava,Bramha,"24 5'20""",Vrushchika
05-01-2017,2461,Sapthami,Uttara-Bhadra,Garaja,Variyan,"24 5'37""",Meena
29-06-2020,2460,Navami,Hasta,Balava,Parigha,"24 8'21""",Kanya
25-07-2021,2456,Padyami,Sravanam,Kaulava,Prithi,"24 9'17""",Makara
11-07-2021,2455,Padyami,Punarwasu,Bawa,Harshana,"24 9'15""",Karkataka
03-10-2020,2453,Padyami,Revathi,Kaulava,Vyaghata,"24 8'34""",Meena
03-10-2016,2450,Vidhiya,Chitta,Kaulava,Vaidhruthi,"24 5'24""",Tula
24-03-2017,2450,Ekadasi,Sravanam,Bawa,Siva,"24 5'46""",Makara
11-03-2019,2450,Chavithi,Ashwini,Vishti,Indra,"24 7'18""",Mesha
30-01-2022,2445,Trayodasi,Mula,Garaja,Harshana,"24 9'45""",Dhanu
06-05-2020,2445,Chaturdasi,Chitta,Garaja,Siddhi,"24 8'12""",Kanya
12-09-2021,2444,Shasti,Visakha,Kaulava,Vaidhruthi,"24 9'24""",Tula
20-01-2020,2444,Dasami,Anuradha,Vishti,Ganda,"24 8'0""",Vrushchika
23-06-2016,2443,Thadiya,Uttara-Shaada,Vanija,Indra,"24 5'12""",Makara
24-12-2019,2442,Trayodasi,Anuradha,Vanija,Dhrithi,"24 7'55""",Vrushchika
10-02-2017,2433,Chaturdasi,Pushyami,Vanija,Ayushman,"24 5'42""",Karkataka
19-09-2021,2431,Trayodasi,Dhanista,Taitula,Dhrithi,"24 9'24""",Kumbha
12-09-2020,2430,Navami,Aarudra,Garaja,Vyatipata,"24 8'32""",Mithuna
12-09-2016,2429,Dasami,Purva-Shada,Garaja,Saubhagya,"24 5'23""",Dhanu
29-09-2016,2425,Trayodasi,Pubha,Vanija,Subha,"24 5'24""",Simha
14-02-2017,2424,Thadiya,Uttara,Vishti,Dhrithi,"24 5'42""",Kanya
15-08-2021,2423,Sapthami,Swati,Vanija,Sukla,"24 9'20""",Tula
01-02-2017,2417,Chavithi,Uttara-Bhadra,Vishti,Siva,"24 5'41""",Meena
17-11-2017,2415,Chaturdasi,Swati,Vishti,Saubhagya,"24 6'14""",Tula
03-02-2017,2409,Sapthami,Ashwini,Garaja,Sadhya,"24 5'41""",Mesha
17-02-2017,2409,Shasti,Swati,Vanija,Vridhi,"24 5'43""",Tula
24-10-2016,2407,Navami,Aslesha,Garaja,Subha,"24 5'26""",Karkataka
07-04-2017,2402,Ekadasi,Makha,Vishti,Soola,"24 5'47""",Simha
05-07-2018,2402,Sapthami,Purva-Bhadra,Vishti,Saubhagya,"24 6'45""",Meena
11-11-2016,2402,Ekadasi,Purva-Bhadra,Vishti,Harshana,"24 5'28""",Meena
10-04-2021,2400,Trayodasi,Purva-Bhadra,Vanija,Bramha,"24 9'0""",Meena
02-02-2017,2400,Panchami,Revathi,Balava,Siddha,"24 5'41""",Meena
03-01-2017,2387,Panchami,Satabhisham,Bawa,Siddhi,"24 5'37""",Kumbha
10-08-2016,2383,Sapthami,Swati,Vanija,Sukla,"24 5'19""",Tula
31-08-2016,2380,Chaturdasi,Aslesha,Vishti,Parigha,"24 5'22""",Karkataka
23-12-2016,2380,Dasami,Chitta,Vanija,Sobhana,"24 5'35""",Kanya
23-09-2016,2380,Sapthami,Mrugasira,Bawa,Vyatipata,"24 5'23""",Vrushabha
01-03-2017,2378,Thadiya,Uttara-Bhadra,Taitula,Subha,"24 5'44""",Meena
29-08-2016,2369,Dvadasi,Punarwasu,Kaulava,Vyatipata,"24 5'21""",Mithuna
12-10-2016,2366,Ekadasi,Dhanista,Vanija,Soola,"24 5'25""",Makara
05-09-2021,2364,Trayodasi,Aslesha,Vanija,Parigha,"24 9'23""",Karkataka
20-01-2017,2363,Ashtami,Chitta,Balava,Dhrithi,"24 5'39""",Tula
30-08-2016,2355,Trayodasi,Pushyami,Garaja,Variyan,"24 5'22""",Karkataka
10-03-2017,2350,Trayodasi,Aslesha,Kaulava,Atiganda,"24 5'45""",Karkataka
17-03-2017,2347,Chaviti,Visakha,Balava,Vyaghata,"24 5'45""",Tula
14-03-2017,2343,Vidhiya,Hasta,Taitula,Ganda,"24 5'45""",Kanya
21-12-2016,2339,Ashtami,Uttara,Balava,Ayushman,"24 5'34""",Kanya
27-10-2016,2338,Dvadasi,Pubha,Kaulava,Indra,"24 5'27""",Simha
26-08-2016,2331,Navami,Rohini,Taitula,Harshana,"24 5'21""",Vrushabha
03-03-2017,2330,Panchami,Ashwini,Balava,Bramha,"24 5'44""",Mesha
15-08-2016,2330,Dvadasi,Purva-Shada,Bawa,Vishkambha,"24 5'20""",Dhanu
06-02-2017,2330,Dasami,Rohini,Taitula,Indra,"24 5'42""",Vrushabha
11-08-2016,2326,Ashtami,Visakha,Bawa,Sukla,"24 5'20""",Tula
10-10-2021,2325,Chavithi,Anuradha,Vishti,Ayushman,"24 9'27""",Vrushchika
23-05-2021,2323,Ekadasi,Hasta,Vishti,Siddhi,"24 9'6""",Kanya
23-01-2017,2320,Ekadasi,Anuradha,Bawa,Vridhi,"24 5'40""",Vrushchika
24-08-2016,2318,Sapthami,Bharani,Vishti,Vridhi,"24 5'21""",Mesha
20-03-2017,2314,Sapthami,Jyesta,Bawa,Siddhi,"24 5'46""",Vrushchika
08-08-2016,2314,Panchami,Hasta,Balava,Sadhya,"24 5'19""",Kanya
08-02-2023,2312,Vidhiya,Pubha,Garaja,Atiganda,"24 10'40""",Simha
26-12-2019,2312,Amavasya,Mula,Nagava,Vridhi,"24 7'56""",Dhanu
06-03-2021,2308,Ashtami,Jyesta,Balava,Vajra,"24 8'57""",Vrushchika
05-05-2017,2298,Dasami,Makha,Taitula,Dhruva,"24 5'50""",Simha
06-04-2017,2295,Dasami,Aslesha,Garaja,Dhrithi,"24 5'47""",Karkataka
24-04-2021,2292,Dvadasi,Pubha,Bawa,Dhruva,"24 9'2""",Simha
29-03-2017,2290,Padyami,Revathi,Bawa,Indra,"24 5'46""",Meena
22-06-2016,2286,Vidhiya,Purva-Shada,Taitula,Bramha,"24 5'12""",Dhanu
17-03-2020,2286,Ashtami,Mula,Kaulava,Vyatipata,"24 8'7""",Dhanu
02-09-2016,2286,Padyami,Pubha,Kimstughana,Siddha,"24 5'22""",Simha
27-06-2019,2285,Navami,Revathi,Garaja,Atiganda,"24 7'31""",Meena
27-06-2016,2283,Sapthami,Purva-Bhadra,Vishti,Saubhagya,"24 5'13""",Kumbha
05-05-2020,2282,Dvadasi,Hasta,Balava,Harshana,"24 8'12""",Kanya
28-02-2017,2276,Vidhiya,Purva-Bhadra,Balava,Sadhya,"24 5'44""",Meena
26-09-2016,2270,Dasami,Pushyami,Vishti,Siva,"24 5'24""",Karkataka
02-03-2017,2269,Chavithi,Revathi,Vanija,Sukla,"24 5'44""",Meena
02-08-2016,2265,Chaturdasi,Punarwasu,Sakuna,Vajra,"24 5'18""",Karkataka
17-08-2016,2263,Chaturdasi,Sravanam,Garaja,Saubhagya,"24 5'20""",Makara
24-06-2016,2258,Chaviti,Sravanam,Bawa,Vaidhruthi,"24 5'13""",Makara
22-07-2016,2256,Vidhiya,Dhanista,Garaja,Ayushman,"24 5'17""",Makara
27-07-2016,2256,Ashtami,Ashwini,Balava,Soola,"24 5'18""",Mesha
23-11-2018,2253,Punnami,Kruthika,Bawa,Parigha,"24 7'2""",Vrushabha
25-01-2017,2250,Dvadasi,Mula,Taitula,Vyaghata,"24 5'40""",Dhanu
14-12-2019,2250,Vidhiya,Aarudra,Garaja,Sukla,"24 7'54""",Mithuna
02-09-2019,2250,Thadiya,Hasta,Garaja,Subha,"24 7'41""",Kanya
23-08-2016,2243,Panchami,Ashwini,Taitula,Ganda,"24 5'21""",Mesha
21-03-2017,2241,Ashtami,Mula,Kaulava,Vyatipata,"24 5'46""",Dhanu
09-08-2016,2240,Shasti,Chitta,Taitula,Subha,"24 5'19""",Tula
16-02-2017,2238,Panchami,Chitta,Taitula,Ganda,"24 5'43""",Tula
07-02-2023,2235,Padyami,Makha,Kaulava,Sobhana,"24 10'40""",Simha
30-05-2021,2235,Chaviti,Uttara-Shaada,Balava,Sukla,"24 9'7""",Makara
16-08-2016,2235,Trayodasi,Uttara-Shaada,Kaulava,Prithi,"24 5'20""",Dhanu
01-02-2023,2226,Ekadasi,Mrugasira,Vishti,Indra,"24 10'39""",Vrushabha
01-08-2016,2226,Trayodasi,Aarudra,Vanija,Harshana,"24 5'18""",Mithuna
24-01-2017,2225,Dvadasi,Jyesta,Kaulava,Dhruva,"24 5'40""",Vrushchika
30-06-2016,2225,Dasami,Ashwini,Vishti,Sukarman,"24 5'14""",Mesha
26-07-2016,2223,Sapthami,Revathi,Vishti,Sukarman,"24 5'18""",Meena
29-07-2016,2216,Dasami,Kruthika,Vishti,Vridhi,"24 5'18""",Vrushabha
05-06-2019,2215,Vidhiya,Aarudra,Balava,Soola,"24 7'28""",Mithuna
03-04-2021,2214,Shasti,Jyesta,Vanija,Variyan,"24 9'0""",Vrushchika
05-07-2016,2214,Padyami,Punarwasu,Kimstughana,Vyaghata,"24 5'14""",Mithuna
28-03-2017,2212,Amavasya,Uttara-Bhadra,Nagava,Bramha,"24 5'46""",Meena
24-12-2018,2202,Vidhiya,Punarwasu,Taitula,Bramha,"24 7'7""",Mithuna
18-08-2016,2202,Punnami,Dhanista,Vishti,Sobhana,"24 5'20""",Makara
27-03-2023,2202,Shasti,Rohini,Kaulava,Ayushman,"24 10'46""",Vrushabha
22-03-2017,2200,Navami,Purva-Shada,Garaja,Variyan,"24 5'46""",Dhanu
25-03-2023,2200,Chavithi,Bharani,Vanija,Vaidhruthi,"24 10'46""",Mesha
13-02-2023,2198,Sapthami,Swati,Bawa,Vridhi,"24 10'41""",Tula
15-02-2017,2198,Chaviti,Hasta,Balava,Soola,"24 5'43""",Kanya
29-06-2016,2198,Navami,Revathi,Garaja,Atiganda,"24 5'13""",Meena
23-02-2017,2193,Dvadasi,Purva-Shada,Kaulava,Vyatipata,"24 5'43""",Dhanu
17-04-2017,2188,Shasti,Mula,Garaja,Parigha,"24 5'48""",Dhanu
30-01-2017,2186,Vidhiya,Satabhisham,Kaulava,Variyan,"24 5'41""",Kumbha
07-03-2017,2181,Navami,Aarudra,Kaulava,Ayushman,"24 5'45""",Mithuna
05-04-2017,2181,Navami,Pushyami,Kaulava,Sukarman,"24 5'47""",Karkataka
16-03-2017,2180,Chaviti,Swati,Bawa,Dhruva,"24 5'45""",Tula
28-12-2019,2180,Vidhiya,Uttara-Shaada,Kaulava,Vyaghata,"24 7'56""",Makara
02-02-2023,2180,Dvadasi,Mrugasira,Bawa,Vaidhruthi,"24 10'39""",Mithuna
06-02-2023,2179,Padyami,Aslesha,Balava,Saubhagya,"24 10'40""",Karkataka
27-01-2017,2178,Chaturdasi,Uttara-Shaada,Sakuna,Vajra,"24 5'40""",Dhanu
20-06-2020,2173,Chaturdasi,Rohini,Sakuna,Soola,"24 8'20""",Vrushabha
28-07-2016,2172,Navami,Bharani,Taitula,Ganda,"24 5'18""",Mesha
19-08-2016,2170,Padyami,Satabhisham,Balava,Atiganda,"24 5'20""",Kumbha
18-01-2017,2170,Shasti,Hasta,Vanija,Atiganda,"24 5'39""",Kanya
27-03-2021,2168,Trayodasi,Pubha,Taitula,Soola,"24 8'59""",Simha
19-04-2017,2165,Sapthami,Uttara-Shaada,Bawa,Siddha,"24 5'48""",Dhanu
22-02-2017,2164,Ekadasi,Mula,Bawa,Siddhi,"24 5'43""",Dhanu
26-07-2017,2163,Thadiya,Makha,Garaja,Variyan,"24 6'3""",Simha
23-05-2017,2154,Dvadasi,Revathi,Kaulava,Ayushman,"24 5'52""",Meena
30-03-2017,2154,Vidhiya,Ashwini,Kaulava,Vaidhruthi,"24 5'46""",Mesha
06-03-2017,2153,Ashtami,Mrugasira,Bawa,Prithi,"24 5'44""",Vrushabha
01-05-2021,2152,Panchami,Mula,Kaulava,Siva,"24 9'3""",Dhanu
20-03-2021,2152,Shasti,Rohini,Taitula,Prithi,"24 8'58""",Vrushabha
06-07-2016,2148,Vidhiya,Pushyami,Balava,Harshana,"24 5'15""",Karkataka
13-04-2017,2148,Vidhiya,Swati,Taitula,Vajra,"24 5'48""",Tula
19-05-2017,2146,Ashtami,Dhanista,Balava,Indra,"24 5'52""",Kumbha
22-08-2016,2142,Chaviti,Revathi,Balava,Soola,"24 5'21""",Meena
28-06-2016,2142,Ashtami,Uttara-Bhadra,Kaulava,Sobhana,"24 5'13""",Meena
31-03-2017,2140,Chavithi,Bharani,Vanija,Vishkambha,"24 5'46""",Mesha
14-07-2016,2132,Dasami,Swati,Taitula,Sadhya,"24 5'16""",Tula
09-03-2017,2132,Dvadasi,Pushyami,Bawa,Sobhana,"24 5'45""",Karkataka
25-12-2021,2126,Shasti,Makha,Garaja,Prithi,"24 9'38""",Simha
05-07-2019,2123,Thadiya,Pushyami,Taitula,Harshana,"24 7'33""",Karkataka
26-10-2019,2115,Trayodasi,Uttara,Garaja,Indra,"24 7'46""",Kanya
18-04-2017,2114,Sapthami,Purva-Shada,Vishti,Siva,"24 5'48""",Dhanu
01-05-2017,2113,Shasti,Aarudra,Kaulava,Sukarman,"24 5'49""",Mithuna
22-05-2017,2111,Ekadasi,Uttara-Bhadra,Bawa,Prithi,"24 5'52""",Meena
08-03-2017,2110,Ekadasi,Punarwasu,Vanija,Saubhagya,"24 5'45""",Mithuna
18-05-2017,2109,Sapthami,Sravanam,Vishti,Bramha,"24 5'52""",Makara
12-04-2017,2101,Padyami,Chitta,Kaulava,Harshana,"24 5'47""",Tula
20-04-2017,2099,Ashtami,Sravanam,Kaulava,Sadhya,"24 5'48""",Makara
09-05-2021,2094,Trayodasi,Revathi,Garaja,Prithi,"24 9'4""",Meena
08-12-2019,2092,Ekadasi,Revathi,Vishti,Variyan,"24 7'53""",Meena
24-05-2017,2089,Trayodasi,Ashwini,Vanija,Saubhagya,"24 5'52""",Mesha
22-12-2019,2088,Ekadasi,Swati,Bawa,Atiganda,"24 7'55""",Tula
31-03-2023,2088,Dasami,Pushyami,Taitula,Sukarman,"24 10'46""",Karkataka
13-02-2017,2083,Vidhiya,Pubha,Garaja,Sukarman,"24 5'42""",Simha
07-07-2016,2081,Thadiya,Aslesha,Garaja,Vajra,"24 5'15""",Karkataka
17-04-2021,2080,Panchami,Mrugasira,Bawa,Sobhana,"24 9'1""",Vrushabha
25-08-2016,2079,Ashtami,Kruthika,Balava,Vyaghata,"24 5'21""",Vrushabha
30-03-2020,2075,Panchami,Rohini,Balava,Ayushman,"24 8'8""",Vrushabha
26-01-2017,2075,Trayodasi,Purva-Shada,Vanija,Harshana,"24 5'40""",Dhanu
21-04-2017,2072,Navami,Sravanam,Garaja,Subha,"24 5'48""",Makara
24-11-2017,2069,Panchami,Uttara-Shaada,Balava,Ganda,"24 6'15""",Makara
03-04-2017,2059,Sapthami,Mrugasira,Garaja,Sobhana,"24 5'47""",Mithuna
14-03-2020,2057,Panchami,Visakha,Taitula,Harshana,"24 8'7""",Tula
27-02-2017,2053,Padyami,Satabhisham,Kimstughana,Siddha,"24 5'44""",Kumbha
22-11-2018,2052,Chaturdasi,Bharani,Garaja,Variyan,"24 7'2""",Mesha
04-04-2017,2049,Ashtami,Punarwasu,Bawa,Atiganda,"24 5'47""",Mithuna
23-03-2017,2046,Dasami,Uttara-Shaada,Vishti,Parigha,"24 5'46""",Makara
25-07-2016,2043,Shasti,Uttara-Bhadra,Garaja,Atiganda,"24 5'17""",Meena
30-12-2016,2042,Padyami,Purva-Shada,Kimstughana,Dhruva,"24 5'36""",Dhanu
27-06-2020,2037,Shasti,Pubha,Taitula,Siddhi,"24 8'21""",Simha
14-04-2017,2037,Thadiya,Visakha,Vanija,Siddhi,"24 5'48""",Tula
02-05-2017,2035,Sapthami,Punarwasu,Garaja,Soola,"24 5'50""",Karkataka
26-04-2017,2033,Amavasya,Ashwini,Chatushpada,Prithi,"24 5'49""",Mesha
22-03-2020,2027,Trayodasi,Satabhisham,Vanija,Sadhya,"24 8'8""",Kumbha
11-04-2017,2026,Punnami,Hasta,Bawa,Vyaghata,"24 5'47""",Kanya
01-04-2020,2024,Sapthami,Aarudra,Vanija,Sobhana,"24 8'8""",Mithuna
21-07-2016,2019,Padyami,Sravanam,Kaulava,Prithi,"24 5'17""",Makara
13-06-2020,2018,Ashtami,Purva-Bhadra,Balava,Prithi,"24 8'19""",Kumbha
04-05-2017,2013,Navami,Aslesha,Balava,Vridhi,"24 5'50""",Karkataka
08-06-2017,2013,Chaturdasi,Anuradha,Garaja,Siddha,"24 5'55""",Vrushchika
08-07-2016,2012,Chavithi,Makha,Vishti,Siddhi,"24 5'15""",Simha
09-06-2017,2007,Punnami,Anuradha,Vishti,Sadhya,"24 5'55""",Vrushchika
31-03-2020,2006,Shasti,Mrugasira,Taitula,Saubhagya,"24 8'8""",Vrushabha
08-05-2017,2005,Trayodasi,Hasta,Kaulava,Vajra,"24 5'50""",Kanya
10-04-2017,1999,Chaturdasi,Uttara,Vanija,Dhruva,"24 5'47""",Kanya
21-02-2017,1998,Dasami,Mula,Vanija,Vajra,"24 5'43""",Dhanu
09-05-2017,1998,Chaturdasi,Chitta,Garaja,Siddhi,"24 5'50""",Tula
20-12-2018,1994,Dvadasi,Bharani,Balava,Siddha,"24 7'6""",Mesha
19-10-2019,1990,Panchami,Mrugasira,Taitula,Variyan,"24 7'45""",Vrushabha
15-06-2017,1984,Panchami,Dhanista,Taitula,Vaidhruthi,"24 5'56""",Makara
29-12-2016,1979,Amavasya,Mula,Nagava,Vridhi,"24 5'36""",Dhanu
20-09-2020,1979,Thadiya,Chitta,Garaja,Indra,"24 8'33""",Tula
19-07-2016,1975,Chaturdasi,Purva-Shada,Vanija,Vaidhruthi,"24 5'17""",Dhanu
13-06-2017,1974,Thadiya,Uttara-Shaada,Vishti,Bramha,"24 5'56""",Makara
21-06-2017,1974,Dvadasi,Bharani,Kaulava,Sukarman,"24 5'57""",Mesha
11-04-2021,1969,Chaturdasi,Uttara-Bhadra,Sakuna,Indra,"24 9'0""",Meena
15-05-2017,1967,Chaviti,Mula,Balava,Sadhya,"24 5'51""",Dhanu
15-03-2017,1967,Thadiya,Chitta,Vanija,Vridhi,"24 5'45""",Kanya
11-05-2017,1963,Punnami,Visakha,Bawa,Variyan,"24 5'51""",Tula
27-04-2017,1958,Padyami,Bharani,Kimstughana,Ayushman,"24 5'49""",Mesha
27-03-2017,1957,Chaturdasi,Purva-Bhadra,Sakuna,Sukla,"24 5'46""",Kumbha
11-07-2016,1949,Sapthami,Hasta,Garaja,Parigha,"24 5'15""",Kanya
20-06-2017,1943,Dasami,Ashwini,Vishti,Atiganda,"24 5'57""",Mesha
02-06-2017,1942,Ashtami,Pubha,Bawa,Vajra,"24 5'54""",Simha
17-02-2023,1937,Ekadasi,Purva-Shada,Balava,Vajra,"24 10'42""",Dhanu
24-04-2017,1936,Dvadasi,Purva-Bhadra,Taitula,Indra,"24 5'49""",Meena
20-07-2016,1936,Punnami,Uttara-Shaada,Bawa,Vishkambha,"24 5'17""",Makara
14-06-2017,1934,Chaviti,Sravanam,Balava,Indra,"24 5'56""",Makara
28-04-2017,1932,Vidhiya,Kruthika,Kaulava,Saubhagya,"24 5'49""",Vrushabha
12-06-2017,1932,Thadiya,Purva-Shada,Vanija,Sukla,"24 5'55""",Dhanu
03-05-2017,1926,Ashtami,Pushyami,Vishti,Ganda,"24 5'50""",Karkataka
07-12-2019,1924,Dasami,Revathi,Garaja,Vyatipata,"24 7'52""",Meena
16-09-2016,1916,Chaturdasi,Satabhisham,Vanija,Dhrithi,"24 5'23""",Kumbha
30-06-2017,1914,Sapthami,Uttara,Garaja,Vyatipata,"24 5'58""",Simha
27-02-2021,1913,Punnami,Makha,Vishti,Sukarman,"24 8'56""",Simha
04-09-2017,1911,Trayodasi,Sravanam,Taitula,Sobhana,"24 6'7""",Makara
28-02-2021,1909,Padyami,Pubha,Kaulava,Dhrithi,"24 8'56""",Simha
06-06-2017,1906,Dvadasi,Swati,Balava,Parigha,"24 5'54""",Tula
19-06-2017,1904,Navami,Revathi,Garaja,Sobhana,"24 5'57""",Meena
03-08-2020,1904,Punnami,Uttara-Shaada,Vishti,Prithi,"24 8'27""",Makara
14-07-2017,1899,Panchami,Purva-Bhadra,Kaulava,Saubhagya,"24 6'1""",Kumbha
27-06-2017,1898,Chavithi,Aslesha,Vanija,Harshana,"24 5'58""",Karkataka
20-03-2023,1897,Trayodasi,Satabhisham,Vanija,Sadhya,"24 10'45""",Kumbha
16-01-2017,1896,Chaviti,Pubha,Balava,Saubhagya,"24 5'39""",Simha
08-09-2020,1893,Shasti,Bharani,Garaja,Vyaghata,"24 8'31""",Mesha
02-05-2021,1888,Shasti,Purva-Shada,Garaja,Siddha,"24 9'3""",Dhanu
09-11-2019,1885,Dvadasi,Uttara-Bhadra,Bawa,Harshana,"24 7'48""",Meena
22-06-2017,1884,Trayodasi,Kruthika,Garaja,Dhrithi,"24 5'57""",Vrushabha
25-04-2017,1876,Chaturdasi,Revathi,Vishti,Vaidhruthi,"24 5'49""",Meena
20-02-2017,1876,Navami,Jyesta,Taitula,Harshana,"24 5'43""",Vrushchika
05-06-2017,1870,Ekadasi,Chitta,Vishti,Variyan,"24 5'54""",Kanya
08-08-2021,1867,Amavasya,Pushyami,Chatushpada,Vyatipata,"24 9'19""",Karkataka
25-04-2021,1864,Trayodasi,Uttara,Kaulava,Vyaghata,"24 9'2""",Kanya
13-07-2016,1864,Navami,Chitta,Balava,Siddha,"24 5'16""",Tula
07-07-2017,1864,Trayodasi,Jyesta,Taitula,Sukla,"24 6'0""",Vrushchika
28-05-2018,1862,Chaturdasi,Visakha,Garaja,Parigha,"24 6'39""",Tula
23-06-2017,1860,Chaturdasi,Rohini,Vishti,Soola,"24 5'57""",Vrushabha
17-05-2017,1853,Shasti,Uttara-Shaada,Garaja,Sukla,"24 5'51""",Makara
12-10-2019,1846,Chaturdasi,Purva-Bhadra,Garaja,Vridhi,"24 7'45""",Meena
12-07-2016,1843,Ashtami,Chitta,Vishti,Siva,"24 5'15""",Kanya
12-05-2017,1843,Padyami,Anuradha,Kaulava,Parigha,"24 5'51""",Vrushchika
31-07-2020,1835,Dvadasi,Jyesta,Bawa,Indra,"24 8'27""",Vrushchika
26-02-2023,1827,Sapthami,Bharani,Garaja,Indra,"24 10'43""",Mesha
18-04-2021,1819,Shasti,Mrugasira,Kaulava,Atiganda,"24 9'1""",Mithuna
21-09-2019,1815,Sapthami,Rohini,Vishti,Siddhi,"24 7'43""",Vrushabha
28-03-2018,1811,Ekadasi,Aslesha,Vishti,Dhrithi,"24 6'32""",Karkataka
07-06-2017,1809,Trayodasi,Visakha,Taitula,Siva,"24 5'55""",Tula
20-07-2017,1798,Ekadasi,Rohini,Balava,Vridhi,"24 6'2""",Vrushabha
05-04-2020,1796,Dvadasi,Makha,Bawa,Soola,"24 8'9""",Simha
28-12-2016,1796,Chaturdasi,Jyesta,Sakuna,Ganda,"24 5'36""",Vrushchika
21-12-2019,1793,Dasami,Chitta,Vanija,Sobhana,"24 7'55""",Kanya
23-05-2020,1792,Padyami,Kruthika,Kimstughana,Atiganda,"24 8'15""",Vrushabha
04-08-2016,1792,Padyami,Aslesha,Bawa,Variyan,"24 5'19""",Karkataka
16-06-2017,1791,Shasti,Satabhisham,Vanija,Vishkambha,"24 5'56""",Kumbha
30-03-2023,1791,Navami,Punarwasu,Balava,Atiganda,"24 10'46""",Mithuna
19-07-2017,1785,Dasami,Kruthika,Vishti,Ganda,"24 6'2""",Mesha
10-07-2017,1784,Padyami,Uttara-Shaada,Kaulava,Vaidhruthi,"24 6'0""",Makara
29-11-2019,1779,Thadiya,Mula,Taitula,Soola,"24 7'51""",Dhanu
13-09-2020,1778,Dasami,Punarwasu,Vishti,Variyan,"24 8'32""",Mithuna
09-09-2020,1776,Sapthami,Kruthika,Vishti,Harshana,"24 8'32""",Vrushabha
21-06-2020,1773,Amavasya,Mrugasira,Nagava,Ganda,"24 8'20""",Mithuna
15-12-2019,1770,Thadiya,Punarwasu,Vishti,Bramha,"24 7'54""",Karkataka
06-10-2016,1769,Panchami,Anuradha,Bawa,Ayushman,"24 5'25""",Vrushchika
02-11-2019,1768,Shasti,Purva-Shada,Kaulava,Sukarman,"24 7'47""",Dhanu
05-07-2017,1765,Dvadasi,Visakha,Bawa,Sadhya,"24 5'59""",Vrushchika
21-07-2017,1764,Dvadasi,Mrugasira,Taitula,Dhruva,"24 6'2""",Vrushabha
28-06-2017,1759,Panchami,Makha,Bawa,Vajra,"24 5'58""",Simha
28-06-2020,1759,Sapthami,Uttara,Vanija,Variyan,"24 8'21""",Kanya
06-06-2020,1755,Padyami,Jyesta,Balava,Sadhya,"24 8'17""",Vrushchika
27-12-2016,1753,Trayodasi,Anuradha,Vanija,Soola,"24 5'35""",Vrushchika
29-08-2021,1743,Sapthami,Bharani,Vishti,Dhruva,"24 9'22""",Mesha
05-10-2019,1737,Sapthami,Mula,Vanija,Sobhana,"24 7'44""",Dhanu
24-07-2017,1737,Padyami,Pushyami,Kimstughana,Vajra,"24 6'2""",Karkataka
27-05-2019,1735,Ashtami,Satabhisham,Kaulava,Vaidhruthi,"24 7'26""",Kumbha
06-07-2017,1733,Dvadasi,Anuradha,Balava,Subha,"24 5'59""",Vrushchika
28-08-2020,1732,Dasami,Mula,Garaja,Prithi,"24 8'30""",Dhanu
11-07-2017,1726,Vidhiya,Sravanam,Garaja,Vishkambha,"24 6'0""",Makara
19-09-2016,1721,Thadiya,Ashwini,Vanija,Dhruva,"24 5'23""",Mesha
24-11-2022,1718,Amavasya,Anuradha,Nagava,Atiganda,"24 10'27""",Vrushchika
12-07-2017,1717,Thadiya,Dhanista,Vanija,Prithi,"24 6'0""",Makara
04-04-2021,1717,Sapthami,Mula,Bawa,Parigha,"24 9'0""",Dhanu
26-03-2023,1712,Panchami,Kruthika,Bawa,Prithi,"24 10'46""",Vrushabha
